@relation CardPriceDataset

@attribute ccs_average_price numeric
@attribute shift numeric
@attribute shift_3 numeric
@attribute shift_7 numeric
@attribute shift_21 numeric
@attribute shift_30 numeric
@attribute shift_90 numeric
@attribute shift_180 numeric
@attribute shift_365 numeric
@attribute ccsb_average_price numeric

@data
0.39,-0.7,0,-0.7,0.22,-0.73,0.03,0.03,-0.7,1.28
1.46,2.74,2.74,-0.01,2.74,-0.04,2.32,2.32,0.1,0.39
0.46,0,-0.64,-0.63,0,-0.63,-0.18,-0.18,-0.74,1.38
1.23,0,0,-0.02,0.02,-0.34,-0.21,-0.17,-0.84,1.78
0.35,0,0,0,0,-0.81,-0.29,-0.7,-0.76,1.93
1.59,0,0,0,0,0,0.05,0.26,0.01,1.66
16.19,0,0,0,0,0,-0.18,-0.16,-0.24,16.19
0.69,0,0,0,-0.55,0,1.3,1.3,0.73,0.69
0.59,0,0,-0.77,0,-0.79,-0.81,-0.77,0,0.59
0.59,0,0,-0.77,0,-0.79,-0.81,-0.77,0,0.59
0.36,0,0,0,-0.73,-0.08,-0.12,-0.25,-0.22,0.41
1.89,6.56,6.56,0.01,0.07,0,0,0,0,0.25
0.69,-0.73,0,0,-0.72,-0.72,-0.86,-0.5,-0.53,0.69
0.69,-0.73,0,0,-0.72,-0.72,-0.86,-0.5,-0.53,0.69
1.88,0.01,2.84,2.84,2.84,2.84,-0.16,-0.3,0.45,0.49
5.74,1.15,1.66,1.71,1.84,0,0.91,0.82,0.85,5.74
0.49,0,-0.9,-0.9,0,-0.9,-0.9,-0.93,0,0.49
0.35,0,-0.82,0,-0.88,-0.87,0,-0.9,-0.29,1.9
10.8,1.79,0.03,1.79,2.1,2.1,1.62,1.62,1.12,3.54
1.37,4.48,4.48,4.48,-0.03,4.48,-0.37,4.48,0.25,0.25
0.42,-0.79,-0.8,0,-0.79,-0.11,0,-0.83,-0.78,0.37
0.36,0,-0.85,0,0,0,-0.74,-0.08,-0.76,0.4
2.07,0,0.01,0.02,1.99,1.99,0.07,1.82,0.1,1.96
0.48,0,0,0,-0.76,-0.76,-0.76,-0.76,-0.67,2.14
61.04,16.85,8.86,8.61,16.05,16.05,7.12,15.06,2.44,5.65
3.24,0,0,0,-0.47,0.57,0.92,0.32,0,3.24
0.25,0,0,0,-0.8,-0.8,-0.94,-0.96,-0.8,1.21
0.42,-0.7,0,-0.81,-0.81,-0.83,0,-0.81,-0.75,1.39
0.32,0,0,-0.77,-0.75,-0.27,-0.3,-0.3,-0.75,0.44
0.25,0,0,-0.79,-0.79,0,0,0,-0.79,0.25
1.52,3.75,3.75,3.75,3.75,2.62,3,3,0.2,1.55
0.44,-0.69,0.38,0.38,-0.66,-0.63,-0.04,-0.04,-0.65,0.44
0.32,0,-0.79,0,-0.37,-0.74,-0.74,-0.47,-0.74,0.51
0.25,0,-0.8,0,0,-0.75,-0.79,-0.9,-0.78,0.25
1.41,2.62,-0.02,-0.02,2.62,-0.37,1.88,-0.37,0.12,0.39
11.16,0,0,0.04,-0.04,-0.06,-0.59,-0.79,0,0.87
11.16,0,0,0.04,-0.04,-0.06,-0.59,-0.79,0,0.87
1.51,2.08,-0.04,0.01,2.6,2.6,3.58,2.6,0.21,1.55
1.24,0,0,-0.53,0,-0.53,0.04,0.8,-0.06,2.51
1.24,0,0,-0.53,0,-0.53,0.04,0.8,-0.06,2.51
0.31,0,0,0,0,0,-0.24,-0.24,-0.76,0.31
0.52,-0.76,0,0,0.08,-0.76,0.18,0.18,0.41,0.57
0.39,0,-0.74,-0.74,0,-0.68,0,0,0,1.52
0.85,-0.59,0,-0.58,0,-0.56,-0.57,-0.72,-0.02,2.12
10.49,-0.62,0,-0.62,-0.59,-0.57,-0.57,-0.57,-0.54,10.49
89.23,0.14,-0.03,0.37,0.67,0.73,1.3,1.23,0,77.64
89.23,0.14,-0.03,0.37,0.67,0.73,1.3,1.23,0,77.64
1.43,0.02,0,0.01,3.61,3.61,3.61,0.12,0.13,0.31
10.8,-0.39,-0.39,-0.17,-0.38,0.31,0.14,-0.04,0.6,14.29
1.57,-0.55,0,-0.55,-0.59,-0.1,-0.53,-0.05,-0.03,1.49
11.99,0,0,-0.29,0,0,0.09,-0.42,-0.05,11.99
11.99,0,0,-0.29,0,0,0.09,-0.42,-0.05,11.99
0.42,0,-0.75,0,0,0,0,-0.62,-0.9,1.8
0.32,0,-0.83,0,0,0,0,-0.24,-0.86,1.95
0.35,0,0,0,0,-0.67,-0.88,-0.17,-0.77,2.05
10.12,-0.52,-0.52,0,-0.55,-0.55,0.01,-0.08,-0.59,11.18
1.49,-0.47,-0.47,0,0,-0.58,0,-0.62,-0.39,2.96
1.34,-0.86,-0.86,-0.25,-0.86,-0.25,0.04,-0.81,-0.86,9.31
4.31,2.64,2.64,-0.03,-0.1,2.64,2.33,2.33,3.73,1.18
5.61,0,0.07,0.27,0.04,0.04,-0.06,4.67,1.06,5.12
4.46,0.02,0.79,0.79,-0.07,-0.07,-0.16,2.21,1.36,2.06
3.66,0,-0.04,-0.08,0.47,0.47,-0.2,0.07,-0.11,3.62
0.49,0,0,0,0,0,0,-0.83,0,0.49
0.32,0,0,0,0,0,0,-0.74,-0.42,0.32
97.99,0,0,0,0,0,-0.29,-0.11,-0.5,97.99
6.49,0,0,0,0,-0.2,0.08,0.33,0.4,6.49
0.54,0,0,0,0.29,0.23,-0.76,-0.74,-0.7,0.49
0.99,0,-0.93,0,0,0,0,-0.62,-0.74,0.99
1.89,0,0,0,0,0,0,0.12,0.12,6.56
1.89,0,0,0,0,0,0,0.12,0.12,6.56
2.09,0,0,-0.05,-0.58,-0.5,-0.58,-0.02,-0.59,4.74
1.19,0,0,0,0,-0.57,0.51,0.51,0.51,2.73
0.69,0,0,0,0,0,-0.83,-0.22,-0.72,2.33
1.39,0,0,-0.58,0,0,0.08,-0.51,0.08,3.56
0.35,0,0,0,-0.71,-0.72,0,-0.1,-0.64,1.15
1.42,0,0,0,0.02,-0.83,-0.13,-0.13,-0.05,3.07
1.68,1.71,1.71,1.71,1.71,1.71,1.63,1.71,1.71,1.7
0.4,0,0,0,-0.05,-0.05,-0.85,0.14,-0.75,2.35
0.25,0,0,0,0,0,-0.85,-0.29,0,1.73
0.42,0,0,0,0,0,-0.75,-0.29,-0.71,1.78
0.51,0,0,0,0.16,-0.06,-0.91,0.09,-0.59,1.79
1.44,-0.01,-0.05,-0.72,0.06,0.07,0.07,0.17,0,1.54
1.5,3.29,3.29,-0.08,-0.15,3.29,4,3.17,0.11,0.35
2.47,0,0,0,0.02,0,0.34,0.03,-0.4,2.42
385.24,1.75,0,0,3.05,0,3.03,2.11,0.39,513.32
3.84,3.86,-0.01,0,0.48,2.43,8.14,8.14,1.56,2.06
1.61,1.33,0.04,2.5,2.74,2.35,-0.17,2.29,2.83,1.82
17.21,0.03,0,-0.16,0.33,1.28,5.91,4.06,6.68,12.39
17.21,0.03,0,-0.16,0.33,1.28,5.91,4.06,6.68,12.39
0.49,0,0.17,0.17,0.11,0.11,0.58,-0.69,0.17,0.49
2.24,0,-0.55,0,-0.78,0,-0.13,0.29,-0.76,8.69
0.59,0,-0.89,0,0,0,-0.91,-0.21,-0.79,8.09
5.09,0.13,0.13,0.13,1.32,1.32,1.77,1.56,0.21,4.34
1.89,0,0.85,0.02,0.85,0.85,-0.16,1.39,-0.19,1.02
0.35,-0.74,-0.77,0,-0.75,0,0,0,-0.69,0.35
0.35,-0.72,-0.73,0,-0.71,-0.1,-0.29,-0.17,-0.84,0.35
20.72,1.21,1.21,1.94,2.35,1.94,1.22,-0.01,1.23,7.04
1.56,3.46,3.46,0.01,3.46,0.09,0.03,0.08,0.22,0.35
2.95,0.02,2.73,2.73,2.73,2.73,0.01,-0.01,0.07,0.79
0.38,-0.76,-0.76,-0.73,-0.07,-0.75,0,-0.05,-0.05,1.6
0.39,-0.77,-0.78,-0.78,0,-0.79,-0.78,-0.17,-0.77,1.82
9.73,1.44,0,-0.01,1.44,1.44,1.12,0.93,0.53,9.26
1.83,4.08,-0.02,-0.04,4.72,4.72,4.72,4.08,0.12,0.32
1.74,1.95,-0.01,1.95,0.01,0.09,3.7,4.44,0.57,0.59
1.33,1.71,0,0,1.71,-0.49,-0.56,-0.46,2.17,1.32
5.95,22.8,2.15,22.8,22.8,22.8,-0.13,22.8,22.8,0.25
1.54,3.97,0,-0.01,3.97,3.97,3.67,2.85,2.67,0.35
155.99,0,-0.17,0,-0.29,0,0,-0.29,-0.55,170.68
155.99,0,-0.17,0,-0.29,0,0,-0.29,-0.55,170.68
0.79,0,0,0,0,0,0.61,-0.68,-0.41,0.79
0.79,0,0,0,0,0,0.61,-0.68,-0.41,0.79
1.78,0,0,-0.06,-0.36,-0.43,-0.47,-0.74,-0.49,162.51
1.78,0,0,-0.06,-0.36,-0.43,-0.47,-0.74,-0.49,162.51
0.35,0,-0.72,-0.74,0,-0.74,0,-0.67,-0.68,0.35
2.99,0,0,0,0,-0.86,-0.7,-0.42,0,213.63
2.99,0,0,0,0,-0.86,-0.7,-0.42,0,213.63
0.35,-0.82,0,-0.82,0,0,0,0,-0.83,1.97
0.35,-0.84,0,0,-0.84,-0.84,-0.76,-0.82,-0.74,1.4
2.02,1.73,1.73,1.73,1.73,0.04,3.12,-0.02,0.51,0.64
1.3,4.91,0.01,4.91,4.91,4.91,3.19,3.19,-0.36,0.22
0.56,0.33,0.33,0.51,-0.08,-0.08,-0.15,-0.61,-0.63,1.75
0.42,0,0,0,0,0,-0.05,-0.74,-0.66,0.35
0.4,0,-0.76,-0.75,-0.81,-0.8,0,-0.7,0,0.4
0.25,0,-0.84,-0.85,0,-0.85,0,-0.82,-0.8,0.25
1.99,0,4.69,4.69,4.69,4.69,4.69,4.69,0.39,0.35
2.21,0,3.51,3.51,3.51,3.09,2.45,0.09,2.11,0.49
1.83,-0.08,6.32,6.32,6.32,6.32,0.06,0.14,6.32,0.25
1.83,0.02,3.36,3.36,3.36,3.36,3.16,2.27,3.26,0.42
6.33,0.04,-0.07,0.98,-0.1,-0.07,-0.23,-0.12,-0.01,7.06
0.35,-0.8,0,-0.81,-0.78,-0.49,-0.33,-0.76,-0.85,0.35
0.49,-0.69,0,-0.7,-0.64,0,0,0,0,0.49
0.61,0,0,-0.03,-0.62,-0.62,-0.08,-0.6,-0.52,1.99
2.17,0,0,-0.24,-0.04,-0.01,-0.77,-0.64,-0.13,1.88
1.65,0,0,-0.15,-0.15,0,1.8,1.39,-0.22,2.38
13.99,-0.17,-0.17,0,0,-0.14,-0.13,-0.03,0.03,17.79
4.99,-0.05,-0.14,-0.14,-0.05,-0.07,-0.09,0.35,0.54,4.19
7.99,-0.47,0,0,-0.51,-0.54,-0.54,-0.16,-0.21,13.19
8.75,0.2,0,0.01,0.2,0.2,0.11,0.1,0.04,11.99
0.35,-0.69,0,0,0,-0.76,-0.78,-0.73,-0.17,0.35
1.32,2.38,2.38,2.38,2.38,1.69,3.13,2.38,0,0.39
0.99,-0.39,0,-0.39,-0.41,0.05,-0.5,-0.37,-0.79,0.99
0.68,-0.71,0,-0.71,-0.72,-0.07,-0.79,-0.01,-0.65,0.55
1.43,2.4,2.4,2.4,1.23,1.23,-0.63,-0.66,0.19,0.35
0.39,0,0,-0.78,0,0,0,0,0,0.39
0.88,-0.57,-0.56,-0.56,-0.11,-0.1,-0.06,-0.52,-0.55,2.15
4.36,0.04,0.09,0.09,0.04,0.04,-0.79,-0.81,0.17,6.36
4.36,0.04,0.09,0.09,0.04,0.04,-0.79,-0.81,0.17,6.36
1.59,2.79,-0.2,0,-0.15,-0.18,3.54,2.61,0.07,0.37
2.1,3.12,0.04,0.03,0.03,0,3.57,0.07,0.64,0.51
0.49,0,0,-0.81,0.26,0.26,-0.8,-0.81,-0.62,0.39
7.77,0.44,0.44,0.43,0.05,0.44,0.3,-0.12,-0.03,7.67
1.66,-0.03,3.74,-0.03,-0.03,3.74,3.74,0.69,3.15,0.35
0.25,-0.87,0,-0.87,-0.85,0,-0.84,0,-0.88,1.69
1.56,0,0,0.02,-0.05,-0.04,0,0,0,1.75
1.56,0,0,0.02,-0.05,-0.04,0,0,0,1.75
41.73,0,0,-0.61,-0.01,-0.05,-0.12,-0.71,9.01,0.59
41.73,0,0,-0.61,-0.01,-0.05,-0.12,-0.71,9.01,0.59
0.3,0,0,0,-0.21,-0.21,-0.27,-0.73,-0.78,0.38
6.26,0.65,0.05,0.65,0.9,-0.03,6.03,6.92,6.63,3.79
6.99,0,0.09,-0.16,-0.1,0.27,1.12,0.54,0.2,7.09
2.07,0,-0.03,2.89,2.68,0.06,2.68,-0.08,1.34,0.71
1.16,2.83,-0.1,-0.03,2.83,2.83,2.19,2.19,-0.06,0.3
1.19,2.72,-0.1,2.72,2.72,2.72,1.98,1.98,-0.03,0.32
2.28,0,0,0,0,0,-0.09,-0.39,-0.89,2.29
4.99,0,0.65,0,0,-0.12,-0.15,-0.29,0.3,2.19
0.64,0,0,0,0,0,0.02,-0.03,-0.59,0.42
1.49,3.26,3.26,0.05,3.26,3.26,0,0,0,0.35
0.4,-0.78,-0.78,0,0,0,-0.72,-0.77,-0.69,0.33
0.25,-0.79,-0.79,0,0,0,0,0,0,1.22
0.35,0,-0.79,0,-0.81,0,-0.13,-0.83,-0.73,0.35
1.42,1.9,1.9,1.9,0.05,1.9,0.16,1.73,1.78,0.49
1.55,2.97,2.97,2.16,-0.05,2.16,2.97,-0.02,0.18,0.49
1.63,-0.01,-0.02,2.54,-0.05,2.88,2.88,2.33,-0.08,1.44
0.59,-0.98,-0.99,-0.98,-0.83,-0.83,-0.99,-0.99,-0.77,0.59
0.35,-0.82,-0.82,0,0,0,0,0,-0.72,0.35
0.42,-0.71,0,0,-0.14,-0.14,-0.82,-0.84,-0.69,0.42
0.49,0,0,0.17,-0.95,0.17,-0.38,-0.43,-0.68,0.41
3.89,0,2.89,2.89,3.58,3.58,-0.1,0.28,0.05,0.59
0.25,0,0,-0.82,-0.82,0,0,0,0,1.27
1.41,4.64,-0.01,-0.01,4.64,4.64,-0.18,-0.18,0.23,1.54
0.3,0,-0.7,-0.7,0,0,0,0,-0.84,1
0.31,0,-0.8,-0.8,0,0,0,-0.22,-0.75,0.31
4.09,-0.12,0.05,0.05,0,-0.11,0.03,0.09,-0.02,3.74
4.09,-0.12,0.05,0.05,0,-0.11,0.03,0.09,-0.02,3.74
3.49,-0.21,0,0,0,-0.19,-0.21,0,-0.16,3.49
9.95,0,0,-0.1,-0.1,-0.1,-0.1,-0.13,0.01,10.99
7.74,-0.6,-0.6,-0.6,-0.03,-0.04,-0.6,-0.6,-0.09,67.49
3.29,-0.18,0,0,0,-0.18,0,-0.29,-0.28,3.29
0.49,0,0,-0.61,0,0,-0.17,-0.29,-0.29,0.49
1.49,0,0,-0.7,0,0,0,0,-0.68,1.49
0.49,0,0,-0.55,0,0,0,0,-0.87,0.49
5.92,0,0.17,0.01,-0.09,-0.18,-0.21,1.9,1.42,5.7
1.41,0.01,0.01,3.27,3.27,-0.07,3.27,2.71,-0.13,0.33
0.59,0,0,0,-0.73,0.26,0.97,0.97,-0.68,0.59
0.32,0,0,0,0,-0.85,-0.77,-0.47,-0.73,0.32
0.39,0,0,0,-0.73,0,-0.73,-0.73,-0.69,0.49
59.48,0,0.81,0.89,-0.28,29.98,-0.21,-0.26,35.05,1.86
59.48,0,0.81,0.89,-0.28,29.98,-0.21,-0.26,35.05,1.86
1.58,0,0,4.27,4.27,4.27,4.27,3.39,0.12,0.3
0.8,0,0,0,0,0,0.04,0.04,-0.71,3.18
0.8,0,0,0,0,0,0.04,0.04,-0.71,3.18
0.94,0,-0.84,0,-0.79,0.06,0.47,-0.76,-0.77,0.94
0.94,0,-0.84,0,-0.79,0.06,0.47,-0.76,-0.77,0.94
0.81,0.14,-0.78,0.23,-0.77,0.09,0.17,-0.51,-0.83,0.81
0.81,0.14,-0.78,0.23,-0.77,0.09,0.17,-0.51,-0.83,0.81
0.3,0,-0.82,0,0,-0.14,-0.29,-0.73,-0.78,1.94
0.49,0,-0.86,0,0,0,0,-0.87,-0.85,0.49
2.99,0,0,0,0.2,-0.45,0,0,0,43.52
2.99,0,0,0,0.2,-0.45,0,0,0,43.52
1.14,2.65,2.65,-0.01,2.65,2.65,2.65,-0.39,-0.38,1.31
0.99,0,0,-0.85,0,0,-0.65,0,0,0.99
4.29,2.09,2.09,2.09,0.03,2.09,3.33,-0.07,-0.11,1.39
11.63,7.37,7.37,7.37,-0.01,7.37,7.37,-0.02,3.87,1.39
18.51,2.71,2.71,0,2.71,2.71,0.02,0.12,1.84,2.99
3.06,1.73,1.73,0.08,0.06,1.37,0.97,0.36,0.55,1.12
2.15,1.17,1.17,1.17,1.17,-0.09,1.42,-0.53,0.62,0.99
0.31,0,0,0,0,0,0,0,-0.85,0.31
0.35,0,0,0,0,0,0,0,0,0.35
0.35,0,0,0,0,0,0,0,0,0.35
0.42,0,0,-0.81,0,0,-0.83,-0.75,-0.72,0.42
0.35,0,0,-0.81,0,-0.81,0,-0.75,-0.46,0.35
0.54,0,0,0,-0.64,0.23,-0.08,-0.08,-0.68,0.54
8.79,0,-0.01,-0.12,-0.12,-0.12,-0.3,-0.71,-0.59,9.39
31.99,-0.38,-0.38,0,0,-0.38,-0.53,0.39,-0.38,51.7
0.29,0,0,0,0,0,-0.78,-0.36,-0.82,0.29
0.33,0,-0.78,0,-0.21,-0.77,-0.74,-0.15,-0.75,1.47
0.3,0,0,-0.76,-0.75,0,-0.17,-0.8,-0.77,1.31
0.3,0,-0.77,0,-0.21,-0.21,-0.76,-0.27,-0.63,0.38
13.99,0,-0.44,0,0,0,0.24,0.12,-0.57,13.99
0.35,0,-0.78,0,-0.17,-0.17,-0.17,-0.13,-0.77,0.42
0.69,-0.63,-0.63,-0.63,0,-0.69,0,-0.53,-0.38,0.69
0.44,-0.74,-0.74,-0.74,0.1,-0.78,-0.1,-0.19,0.16,0.44
0.58,-0.62,-0.62,-0.62,0,-0.61,-0.62,0.02,0.02,0.58
0.35,-0.76,-0.73,-0.73,0,-0.71,0,-0.69,-0.05,0.35
0.58,0,0,0,0,0,-0.08,0,0,0.58
0.25,0,0,0,0,0,0,0,0,0.25
0.37,-0.65,-0.65,0,0,0,-0.78,-0.71,-0.7,0.33
0.4,0,0,0,0,0,-0.09,-0.79,-0.67,0.4
1.64,3.69,3.69,0.05,3.69,3.69,-0.7,2.9,0.38,1.63
1.11,1.77,1.77,1.77,1.77,1.77,1.77,2.08,2.08,0.4
0.35,0,0,-0.72,-0.72,0,-0.74,-0.74,-0.7,1.46
0.25,0,0,0,0,-0.84,-0.78,0,-0.8,0.25
0.33,0,0,0,0,-0.83,-0.73,-0.11,-0.74,0.33
0.3,0,-0.74,0,-0.86,0,0,-0.17,-0.43,0.3
0.35,0,-0.72,0,0,-0.72,0,-0.35,-0.7,0.35
1.22,3.88,3.88,3.88,3.88,-0.06,3.88,0.22,0,1.21
1.24,2.44,2.44,-0.01,2.44,3,-0.33,2.35,0,1.28
0.63,0,0,0.03,-0.09,-0.82,-0.77,0.75,-0.61,0.74
0.54,0,-0.68,0,-0.68,-0.68,-0.08,-0.55,0,0.59
0.29,0,0,0,-0.8,-0.78,0,-0.79,-0.76,0.29
62.06,0,-0.09,-0.09,-0.27,-0.44,-0.5,-0.56,17.15,0.89
62.06,0,-0.09,-0.09,-0.27,-0.44,-0.5,-0.56,17.15,0.89
1.54,2.14,2.14,-0.06,-0.06,2.14,3.4,1.41,1.75,1.66
3.07,1.06,1.06,-0.06,-0.07,0.47,0.23,0.22,0.23,2.9
5.31,0.01,0.01,-0.33,-0.35,-0.33,-0.14,0.01,1.3,5.85
4.54,0.01,0.01,-0.03,0,-0.23,1.07,0,0,2.49
0.3,0,0,-0.76,0,0,0,-0.85,-0.86,0.3
2.29,-0.02,3.67,4.45,0,-0.05,0.04,2.27,0.21,0.49
3.49,-0.72,-0.72,-0.69,0.09,0.18,0.12,-0.69,-0.69,3.49
1.59,5.36,5.36,5.36,-0.16,0.01,-0.36,1.3,-0.62,0.25
3.89,0.01,3.92,3.92,0.29,0.33,3.92,3.92,0.01,0.79
3.59,-0.27,-0.23,0,0,0,-0.33,-0.39,-0.4,3.59
0.9,-0.47,-0.55,0,0,0,-0.57,-0.02,-0.02,1.87
0.35,-0.77,0,-0.77,0,0,-0.84,0,-0.87,0.35
0.52,-0.63,-0.63,0,0,-0.66,-0.65,-0.59,0.18,0.55
0.39,-0.82,-0.82,0,0,0,0,-0.68,-0.79,2.04
4.53,0.3,0.3,0.3,0.08,0.5,0.21,0.59,0.22,3.48
4.53,0.3,0.3,0.3,0.08,0.5,0.21,0.59,0.22,3.48
0.35,-0.68,-0.71,0,0,-0.72,0,-0.73,-0.71,0.35
0.35,-0.68,-0.71,0,0,-0.72,0,-0.73,-0.71,0.35
0.35,0,-0.74,0,0,-0.9,-0.86,0,-0.71,0.35
0.32,0,-0.11,-0.11,-0.11,0.07,-0.11,-0.76,-0.75,0.32
0.25,0,0,0,0,0,0,0,-0.8,0.25
0.25,-0.82,-0.83,0,0,-0.83,0,-0.47,-0.8,0.25
0.45,0,-0.87,0.36,0,-0.87,-0.13,-0.73,-0.67,0.45
1.84,2.76,-0.03,2.76,-0.07,-0.14,1.71,-0.29,0.37,0.49
0.52,0,0,0,0,0.33,0.33,-0.42,0,0.52
1.86,-0.24,2.44,-0.01,2.32,-0.29,1.24,1.16,-0.02,0.54
0.59,0,-0.77,-0.76,0,0,0,0,-0.14,0.59
1.49,0,-0.37,-0.41,0,0,0,0,-0.59,1.49
3.49,0,-0.53,0,-0.53,0,-0.53,-0.51,0.71,7.09
0.37,-0.12,-0.12,-0.12,-0.12,-0.16,-0.08,-0.03,-0.79,1.76
0.39,0,0,0,0,0,0,0,0,0.69
0.57,0,-0.75,0,-0.68,-0.69,-0.19,0.14,-0.64,1.88
1.29,0,-0.42,0,0.08,-0.5,0.08,0.87,1.63,2.21
0.3,0,0,-0.81,-0.3,-0.86,-0.79,-0.77,-0.86,0.43
0.79,0,0,-0.9,0,-0.9,-0.66,-0.71,-0.61,0.79
1.37,2.91,2.91,2.91,1.49,0.19,1.58,1.63,0.03,0.55
0.52,0.41,0.08,0.13,0.16,0.08,0.24,0.24,-0.61,0.59
0.59,0,0,0,0.09,0,-0.69,0.2,-0.67,0.59
69.24,0,0.01,0,-0.04,0.01,0.04,-0.07,-0.21,69.24
69.24,0,0.01,0,-0.04,0.01,0.04,-0.07,-0.21,69.24
1.55,0,-0.76,-0.15,-0.15,-0.7,-0.05,-0.05,0.3,1.55
1.55,0,-0.76,-0.15,-0.15,-0.7,-0.05,-0.05,0.3,1.55
3.09,0,-0.23,0,0,0,-0.16,-0.44,0.29,3.09
1.37,2.91,-0.02,-0.05,2.91,2.91,0.01,0.1,-0.29,1.74
0.74,0,-0.6,0,-0.62,-0.65,0.37,0.3,-0.44,1.86
0.49,0.96,-0.64,0.96,-0.67,-0.64,0.96,-0.82,-0.58,0.49
0.51,0.21,0.21,0.11,0.02,0.02,0.02,0.02,-0.6,0.51
0.33,0,0,-0.7,0,-0.86,-0.84,-0.17,-0.73,0.33
0.32,0,0,0,0,0,-0.35,-0.74,-0.77,0.32
0.3,0,0,0,0,-0.14,-0.88,-0.88,-0.78,0.3
0.49,0,0,0,0,0,0,-0.81,-0.65,0.49
0.25,0,0,0,0,0,-0.89,-0.88,-0.94,1.48
0.3,0,0,0,0,0,0,-0.89,-0.77,1.22
0.35,0,-0.79,-0.79,0,-0.76,0.25,0.25,-0.84,0.35
0.35,0,-0.73,0,-0.72,0,-0.73,-0.17,-0.72,0.35
0.33,0,-0.73,0,-0.81,-0.17,-0.82,-0.13,-0.73,0.4
0.33,0,0,0,-0.67,-0.67,0,-0.11,-0.74,1.13
5.29,1.31,1.08,1.08,1.08,1.31,0.33,-0.16,-0.01,2.29
9.17,0.07,0.07,0.22,0,0,0,0,0,0.66
0.49,0,0,-0.68,0.26,0,-0.64,-0.09,-0.63,0.49
2.29,-0.33,-0.27,-0.27,-0.53,0.15,2.32,0.62,-0.05,2.29
0.32,-0.76,0,-0.78,0,0,-0.86,-0.18,-0.8,0.32
0.35,-0.77,0,0,-0.83,-0.77,-0.77,0.25,-0.74,0.35
0.51,-0.71,0,0,-0.02,-0.67,-0.71,-0.68,-0.6,0.51
3.18,-0.01,1.61,0,-0.12,1.52,1,-0.4,-0.5,1.18
17.04,0,0,-0.47,0.03,0.03,0.03,0.06,-0.54,31.51
17.04,0,0,-0.47,0.03,0.03,0.03,0.06,-0.54,31.51
1.11,1.71,0,0.01,0.21,0.23,0.22,1.09,0.19,0.51
1.11,1.71,0,0.01,0.21,0.23,0.22,1.09,0.19,0.51
1.02,0,0,0,0,0,0.29,0.29,-0.56,0.91
0.42,0,0,0,-0.14,-0.14,0.2,0.2,-0.14,0.42
0.23,-0.82,-0.81,0,0,0,0,-0.18,-0.77,0.23
0.33,-0.71,-0.71,-0.71,0,0,0,-0.17,-0.69,0.33
14.99,-0.11,0.06,0.05,0,-0.06,-0.03,-0.38,-0.35,14.99
0.29,0,0,0,0,0,0,-0.54,-0.65,0.29
0.52,0,0.49,0.49,0,-0.67,0,0.02,-0.05,1.51
2.49,0,-0.82,0,-0.9,0,0,-0.85,-0.81,2.49
5.49,0,0,0,0.45,0.45,0.45,0.84,-0.53,5.49
0.25,0,0,0,0,-0.95,0,-0.81,-0.47,0.25
0.42,0,0,0,0,0,-0.81,-0.85,0,1.48
0.37,0,0,0,0,-0.34,-0.83,-0.31,-0.8,1.88
0.46,0,0.31,0.31,0.12,0.12,0.1,-0.71,-0.62,0.46
110.14,0,1.9,-0.03,1.9,0,-0.06,0.58,-0.02,51
2.69,2.9,2.9,2.74,2.41,0.04,-0.13,-0.45,-0.48,0.54
2.27,0.49,0.49,0.49,4.4,4.4,-0.07,0.17,0.88,2.31
1.59,5.36,5.36,0.13,5.36,5.36,5.36,-0.01,5.36,1.61
0.49,0,0,0,0,-0.88,-0.91,0,-0.68,1.28
2.32,0,0.3,0.86,-0.14,-0.14,-0.42,-0.23,0.89,1.62
0.42,0,0,0,-0.05,-0.05,0,-0.47,-0.66,1.16
0.59,-0.75,0,0,0,0,0,-0.64,-0.88,2.39
0.59,-0.58,0,0,0,0,0,0.69,0.69,0.59
5.6,0.63,0,0.63,0.63,0.11,0.09,-0.3,-0.45,2.95
5.6,0.63,0,0.63,0.63,0.11,0.09,-0.3,-0.45,2.95
0.35,0,0,0,0,-0.68,0.09,-0.49,-0.85,0.35
0.35,0,0,0,0,0,-0.2,-0.2,-0.81,0.35
3.1,0,-0.08,1.4,-0.64,1.4,1.4,0.83,0.28,1.29
29.49,0,0,0,0,0,0,-0.16,-0.17,29.49
29.49,0,0,0,0,0,0,-0.16,-0.17,29.49
1.99,-0.1,-0.1,0,0.18,-0.47,1.88,1.88,0.17,1.39
0.33,0,-0.8,-0.79,-0.82,-0.87,0.06,-0.4,-0.42,0.4
0.35,0,-0.69,-0.71,-0.71,-0.1,0,-0.29,0.4,0.35
0.42,0,-0.71,0,-0.14,-0.14,0,-0.85,-0.77,1.45
0.99,0,-0.7,0,-0.17,-0.08,-0.23,-0.82,-0.83,2.44
4.79,0,0,0,0,-0.61,-0.54,0.46,-0.58,4.79
4.49,-0.33,0,0,0.41,-0.14,0,0,0,6.51
1.69,0,0,0,0,-0.7,-0.72,-0.79,-0.22,9.02
1.25,2.79,-0.02,2.79,2.79,2.79,2.13,2.13,0.04,0.33
1.27,4.08,0,4.08,4.08,-0.04,2.43,2.43,0.09,0.25
0.28,-0.85,0,0,0,-0.84,-0.07,-0.86,-0.79,0.33
0.25,-0.84,0,0,-0.84,0,0,-0.82,-0.86,0.25
0.25,-0.84,0,0,-0.84,0,0,-0.82,-0.86,0.25
